title,date,subtitle,url
Policy Priorities of the UK Statistics Authority,2010-05-12,"Sir Michael Scholar, UK Statistics Authority to David Cameron MP",https://www.statisticsauthority.gov.uk/correspondence/policy-priorities-of-the-uk-statistics-authority-4/
Criminal Justice Statistics,2010-05-11,"Sir Michael Scholar, UK Statistics Authority to Baroness Vivien Stern CBE",https://www.statisticsauthority.gov.uk/correspondence/criminal-justice-statistics-2/
European Agricultural Statistics,2010-05-07,"Jean-Luc Demarty, European Commission to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/european-agricultural-statistics-2/
Statistics on the Points Based System,2010-04-30,"Sir Michael Scholar, UK Statistics Authority to Sir David Normington, Home Office",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-the-points-based-system-5/
Statistics on the Points Based System,2010-04-28,"Sir Andrew Green, Migration Watch UK to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-the-points-based-system-4/
Statistics on the Points Based System,2010-04-28,"Sir Michael Scholar, UK Statistics Authority to Sir Andrew Green, Migration Watch UK",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-the-points-based-system-3/
Article published on 20 April 2010,2010-04-22,"Chris Evans, Daily Telegraph to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/article-published-on-20-april-2010-2/
Article published on 20 April 2010,2010-04-21,"Sir Michael Scholar, UK Statistics Authority to Tony Gallagher, Daily Telegraph",https://www.statisticsauthority.gov.uk/correspondence/article-published-on-20-april-2010/
Statistics on the Points Based System,2010-04-19,"Sir Andrew Green, Migration Watch UK to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-the-points-based-system-2/
European Agricultural Statistics,2010-04-13,"Sir Michael Scholar, UK Statistics Authority to Dacian Ciolos",https://www.statisticsauthority.gov.uk/correspondence/european-agricultural-statistics/
Statistics on the Points Based System,2010-04-05,"Sir Andrew Green, Migration Watch UK to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-the-points-based-system/
Migration Statistics,2010-03-31,"Sir Michael Scholar, UK Statistics Authority to Sir Andrew Green, Migration Watch UK",https://www.statisticsauthority.gov.uk/correspondence/migration-statistics-4/
Migration Statistics,2010-03-31,"Sir Michael Scholar, UK Statistics Authority to Chris Grayling MP",https://www.statisticsauthority.gov.uk/correspondence/migration-statistics-5/
Migration Statistics,2010-03-31,"Sir Michael Scholar, UK Statistics Authority to Gordon Brown MP",https://www.statisticsauthority.gov.uk/correspondence/migration-statistics-3/
Migration Statistics,2010-03-29,"Chris Grayling MP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/migration-statistics-2/
Migration Statistics,2010-03-27,"Sir Andrew Green, Migration Watch UK to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/migration-statistics/
Criminal Justice Statistics,2010-03-26,"Baroness Vivien Stern CBE,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/criminal-justice-statistics/
Pre-release access to official statistics: a review of the statutory arrangements,2010-03-18,"Sir Michael Scholar, UK Statistics Authority to Tessa Jowell MP, Cabinet Office",https://www.statisticsauthority.gov.uk/correspondence/pre-release-access-to-official-statistics-a-review-of-the-statutory-arrangements/
Road casualty statistics,2010-03-16,"Sir Michael Scholar, UK Statistics Authority to Louise Ellman MP, Transport Select Committee",https://www.statisticsauthority.gov.uk/correspondence/road-casualty-statistics/
Violent Crime Statistics,2010-03-16,"Sir Michael Scholar, UK Statistics Authority to Home Office",https://www.statisticsauthority.gov.uk/correspondence/violent-crime-statistics-10/
Recent work of the UK Statistics Authority,2010-03-15,"Sir Michael Scholar, UK Statistics Authority to Dr Tony Wright MP, Public Administration Select Committee",https://www.statisticsauthority.gov.uk/correspondence/recent-work-of-the-uk-statistics-authority-2/
Violent Crime Statistics,2010-03-15,"Jil Matheson, UK Statistics Authority to Philippa Stroud, The Centre for Social Justice",https://www.statisticsauthority.gov.uk/correspondence/violent-crime-statistics-9/
Violent Crime Statistics,2010-03-09,"Home Office to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/violent-crime-statistics-8/
Violent Crime Statistics,2010-03-08,"Sir Michael Scholar, UK Statistics Authority to Chris Grayling MP",https://www.statisticsauthority.gov.uk/correspondence/violent-crime-statistics-7/
Violent Crime Statistics,2010-03-08,"Sir Michael Scholar, UK Statistics Authority to Chris Grayling MP",https://www.statisticsauthority.gov.uk/correspondence/violent-crime-statistics-6/
Violent Crime Statistics,2010-03-05,"Sir Michael Scholar, UK Statistics Authority to Chris Grayling MP",https://www.statisticsauthority.gov.uk/correspondence/violent-crime-statistics-5/
Recent work of the UK Statistics Authority,2010-03-01,"Dr Tony Wright MP, Public Administration Select Committee to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/recent-work-of-the-uk-statistics-authority/
Policy priorities of the UK Statistics Authority,2010-02-22,"John Swinney MSP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/policy-priorities-of-the-uk-statistics-authority-3/
Policy priorities of the UK Statistics Authority,2010-02-17,"David Cameron MP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/policy-priorities-of-the-uk-statistics-authority-2/
Violent Crime Statistics,2010-02-16,"Philippa Stroud, The Centre for Social Justice to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/violent-crime-statistics-4/
Violent Crime Statistics,2010-02-10,"Sir Michael Scholar, UK Statistics Authority to Chris Grayling MP",https://www.statisticsauthority.gov.uk/correspondence/violent-crime-statistics-3/
Violent Crime Statistics,2010-02-04,"Chris Grayling MP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/violent-crime-statistics-2/
Violent Crime Statistics,2010-02-04,"Sir Michael Scholar, UK Statistics Authority to Chris Grayling MP",https://www.statisticsauthority.gov.uk/correspondence/violent-crime-statistics/
Policy Priorities of the UK Statistics Authority,2010-01-29,"Sir Michael Scholar, UK Statistics Authority to Leaders of major UK political parties",https://www.statisticsauthority.gov.uk/correspondence/policy-priorities-of-the-uk-statistics-authority/
Local government funding statistics,2010-01-24,"Sir Michael Scholar,  to Sir Robin Wales",https://www.statisticsauthority.gov.uk/correspondence/local-government-funding-statistics-2/
Public Sector Finance and National Accounts Statistics,2009-12-18,"Sir Michael Scholar, UK Statistics Authority to Sir William Cash MP",https://www.statisticsauthority.gov.uk/correspondence/public-sector-finance-and-national-accounts-statistics-2/
2011 Census,2009-12-18,"Sir Michael Scholar, UK Statistics Authority to David Borrow MP",https://www.statisticsauthority.gov.uk/correspondence/2011-census-4/
Public Sector Finance and National Accounts Statistics,2009-11-26,"William Cash MP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/public-sector-finance-and-national-accounts-statistics/
2011 Census,2009-11-19,"David Borrow MP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/2011-census-3/
Impact on Jobs of Government Economic Policy,2009-11-11,"Sir Michael Scholar, UK Statistics Authority to Philip Hammond MP",https://www.statisticsauthority.gov.uk/correspondence/impact-on-jobs-of-government-economic-policy-2/
Impact on Jobs of Government Economic Policy,2009-11-05,"Philip Hammond MP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/impact-on-jobs-of-government-economic-policy/
2011 Census,2009-10-29,"Nick Hurd MP,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/2011-census-2/
2011 Census,2009-10-27,"Sir Michael Scholar, UK Statistics Authority to Nick Hurd MP",https://www.statisticsauthority.gov.uk/correspondence/2011-census/
Reporting of UK emissions under the EU Trading Scheme,2009-10-19,"Sir Michael Scholar, UK Statistics Authority to Tim Yeo MP, House of Commons Environmental Audit Committee",https://www.statisticsauthority.gov.uk/correspondence/432/
Welsh Assembly Government – Strategic Action Plan to Address Violence to Women and Domestic Abuse Strategy,2009-10-14,"Dame Gillian Morgan DBE,  to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/welsh-assembly-government-strategic-action-plan-to-address-violence-to-women-and-domestic-abuse-strategy-3/
Welsh Assembly Government – Strategic Action Plan to Address Violence to Women and Domestic Abuse Strategy,2009-10-02,"Sir Michael Scholar, UK Statistics Authority to Dame Gillian Morgan DBE",https://www.statisticsauthority.gov.uk/correspondence/welsh-assembly-government-strategic-action-plan-to-address-violence-to-women-and-domestic-abuse-strategy-2/
Establishing a National Address Register,2009-09-25,"Sir Michael Scholar, UK Statistics Authority to John Healey MP",https://www.statisticsauthority.gov.uk/correspondence/establishing-a-national-address-register-4/
Establishing a National Address Register,2009-09-23,"Lord McKenzie, Ministry of Housing, Communities and Local Government to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/establishing-a-national-address-register-3/
EHRC Report: Social Housing Allocation and Immigrant Communities,2009-09-21,"Sir Michael Scholar, UK Statistics Authority to David G. Green, Civitas",https://www.statisticsauthority.gov.uk/correspondence/ehrc-report-social-housing-allocation-and-immigrant-communities-2/
Welsh Assembly Government – Strategic Action Plan to Address Violence to Women and Domestic Abuse Strategy,2009-09-18,"John Mays, Parity to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/welsh-assembly-government-strategic-action-plan-to-address-violence-to-women-and-domestic-abuse-strategy/
Consultation on Pre-release Access Order (Wales),2009-09-17," to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/379/
Consultation on Pre-release Access Order (Wales),2009-08-07,"Sir Michael Scholar, UK Statistics Authority to",https://www.statisticsauthority.gov.uk/correspondence/consultation-on-pre-release-access-order-wales-2/
Gender Pay Gap,2009-08-07,"Sir Michael Scholar, UK Statistics Authority to Baroness Prosser of Battersea, Women and Work Commission",https://www.statisticsauthority.gov.uk/correspondence/gender-pay-gap/
Fuel Poverty Statistics Assessment,2009-07-30,"Sir Michael Scholar, UK Statistics Authority to David Kidney MP, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/fuel-poverty-statistics-assessment-2/
Ministry of Justice Press Release 2 July 2009: Housing Arrears Pre-Action Scheme,2009-07-23,"Sir Michael Scholar, UK Statistics Authority to Dominic Grieve QC MP",https://www.statisticsauthority.gov.uk/correspondence/ministry-of-justice-press-release-2-july-2009-housing-arrears-pre-action-scheme-2/
EHRC Report: Social Housing Allocation and Immigrant Communities,2009-07-20,"David G. Green, Civitas to Sir Michael Scholar, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/ehrc-report-social-housing-allocation-and-immigrant-communities/
Establishing a National Address Register,2009-07-14,"Dr Tony Wright MP,  to John Healey MP",https://www.statisticsauthority.gov.uk/correspondence/establishing-a-national-address-register-2/
